numberOfTrips,start_day,start_month,start_year,Community Areas,duration,distance
10,2,10,2018,30,1076,3.3641088648526
25,14,3,2018,35,601,1.83122624420743
157,22,2,2018,34,910,1.9092675758214
46,13,12,2018,76,702,2.39695158630381
1,16,6,2018,15,3901,8.86267734390245
4,20,2,2018,22,760,2.93247381314566
4,4,7,2018,42,2464,0.639935913309783
302,17,11,2018,57,1390,1.76147794171763
136,12,3,2018,6,501,1.33014399054102
2,13,2,2018,28,1199,4.11360268473577
12,19,9,2018,7,426,1.06148690401811
365,7,10,2018,34,1550,2.37157771087702
106,15,7,2018,0,2171,2.89912179291615
18,7,8,2018,4,2361,2.87688880729361
20,8,5,2018,24,1199,3.16366865220901
27,30,5,2018,20,808,2.27279681207326
35,21,12,2018,10,669,1.70199827665034
1692,14,10,2018,37,1363,1.89840736353947
52,24,6,2018,4,1735,3.66297141986948
18,4,11,2018,0,733,1.6375999683454
74,28,4,2018,76,2110,2.81431668697778
206,22,5,2018,31,1255,3.09405263581133
6,14,8,2018,7,422,1.32781322293446
98,3,5,2018,1,617,1.73335581170715
10,21,4,2018,24,894,2.34903201792698
15,28,2,2018,14,711,2.57077473708516
7,29,4,2018,13,6826,1.76147324801856
1,29,11,2018,67,839,0
207,2,3,2018,34,859,1.88890562973081
21,5,10,2018,5,1604,2.58909675553572
9,13,6,2018,56,4208,3.22304673010227
126,26,9,2018,10,1070,1.90124533383049
22,7,3,2018,9,437,0.88219304301651
26,29,9,2018,5,1933,3.6327050311716
387,15,5,2018,34,1214,2.33688459252148
45,10,7,2018,22,4680,3.54668101907008
2,15,7,2018,3,1116,2.12950626703707
5,26,12,2018,30,747,2.4939185478836
255,12,8,2018,1,1668,1.97484734752241
35,4,11,2018,6,544,1.41171809027604
32,3,2,2018,33,496,1.63055294756864
2204,24,4,2018,38,951,1.8682862059938
18,4,7,2018,39,13785,2.75399826892654
237,17,6,2018,1,2697,1.85439625371134
88,15,10,2018,0,651,1.62481348805547
2,22,6,2018,59,1123,3.24402303622603
21,24,9,2018,4,879,2.30853714440351
1400,7,5,2018,68,1304,2.54124781252987
17,3,5,2018,4,616,1.55803544097278
1,1,2,2018,24,228,0.975265669813176
10,8,7,2018,13,2294,3.65126149491113
1915,16,9,2018,38,4300,1.94332785261436
54,15,3,2018,1,734,1.65264230115769
8,2,7,2018,30,1158,2.87498551365615
378,22,2,2018,57,567,1.83779893219323
1482,7,10,2018,37,1378,1.84894782420699
38,6,3,2018,46,817,2.56428648877667
11,27,4,2018,4,1590,2.23616660626555
170,7,2,2018,68,562,1.68168874806384
29,11,5,2018,16,688,2.13318247199184
5,15,12,2018,59,1394,3.58804862616818
10,13,9,2018,56,1434,4.30068500800776
5,28,6,2018,39,1947,4.47118078267466
8,26,6,2018,13,1572,3.3899818763036
42,25,1,2018,1,547,1.38203374986147
28,22,12,2018,76,1701,1.81798210143779
848,22,5,2018,25,881,2.39293841978434
131,17,4,2018,6,865,1.55702979482615
9,12,7,2018,28,898,1.50064523997301
12,2,7,2018,7,563,1.51483472772798
5,12,5,2018,59,653,0.92459998954448
1,10,5,2018,27,3180,0
3,5,3,2018,3,715,2.69762863085568
1,8,2,2018,24,292,0.975265669813176
59,27,4,2018,10,2580,1.73438284043064
462,13,5,2018,25,914,2.08819961169312
45,25,8,2018,58,1049,2.56386784278074
2,11,2,2018,22,811,3.43390815046903
45,27,1,2018,33,736,2.01050552967783
9,5,10,2018,28,1275,3.33448671038424
801,4,3,2018,37,1207,1.88498426032011
1,28,12,2018,39,807,0
14,21,9,2018,39,1403,1.53688127580704
84,22,2,2018,31,576,1.67241309113825
55,29,6,2018,5,1232,1.84868009754079
22,21,6,2018,16,875,1.99778928836079
110,8,10,2018,10,1412,2.15685992752997
4,16,12,2018,9,376,1.29115366063859
866,15,5,2018,57,890,2.24620486462576
4,2,8,2018,3,797,2.8042124562461
374,9,12,2018,38,1215,1.73780525232373
1,3,10,2018,42,620,1.27987182661957
3,8,12,2018,20,814,2.49368498482552
5,18,8,2018,15,1372,4.84649600493657
1,7,3,2018,26,2257,5.90939040523318
183,2,9,2018,1,3098,3.07902619017539
8,14,11,2018,32,818,1.94494022009114
496,25,2,2018,68,791,1.93467216174206
116,9,9,2018,10,1202,2.60155691212779
10,30,11,2018,4,591,1.72434406239949
23,15,8,2018,22,2589,3.36822493085347
1,13,1,2018,65,1106,2.62670354727188
1,30,8,2018,42,1060,0
7,19,6,2018,59,8787,2.31491234550214
2,9,1,2018,24,385,1.4458270454514
16,24,9,2018,13,807,2.01595318923772
16,11,5,2018,4,1059,2.03793585338387
158,9,11,2018,8,401,1.03325383702848
15,5,1,2018,76,372,1.23776894113992
12,7,5,2018,56,1481,3.4978114169606
1,25,5,2018,27,1331,4.87550014424219
35,6,12,2018,1,674,1.4098723313589
12,23,10,2018,32,702,2.16722650589671
46,27,6,2018,22,4302,3.10879236065881
48,3,12,2018,46,656,1.76738830169603
7,10,11,2018,20,1257,4.05452680082622
683,2,11,2018,25,782,2.3071632414682
49,13,9,2018,22,853,2.42739712029395
7,19,9,2018,56,1362,2.99066978692687
43,20,12,2018,1,904,1.79223973928442
7,9,11,2018,14,435,1.45363926610601
100,18,8,2018,35,1962,2.24028156015856
9,28,6,2018,28,1530,2.79801729326263
17,11,12,2018,58,964,2.79091442307317
53,15,8,2018,16,766,2.41811250324025
9,22,5,2018,59,977,2.4244011077133
740,25,10,2018,57,658,1.97863505299826
16,2,9,2018,24,2535,2.70470921662491
8,19,6,2018,56,911,3.0715701887426
54,11,5,2018,10,21631,2.18435731075092
1,27,4,2018,21,2080,8.20418225973806
8,14,9,2018,28,2232,5.26655409914189
43,19,2,2018,31,599,1.84663074106461
17,23,12,2018,33,937,2.19876768040523
21,25,8,2018,24,2106,3.74123671409034
5,26,8,2018,30,1576,5.01970818378051
21,27,2,2018,20,865,1.81462376272704
18,5,4,2018,9,455,1.05867008959307
3,8,2,2018,39,877,2.33771888479098
14,19,4,2018,32,931,2.66210662614362
2,3,5,2018,21,1053,4.45815392327275
280,22,1,2018,25,724,2.27912756836319
2,1,3,2018,56,982,3.30738960866595
222,2,6,2018,1,1163,2.03438712462368
786,1,11,2018,25,747,2.1186461997689
3,13,1,2018,59,1047,2.64658992858328
2,7,8,2018,27,5560,2.53592482796817
9,5,9,2018,39,2887,2.45363586336622
209,22,8,2018,76,1517,2.86443730497957
1,21,3,2018,26,2212,6.35502199097903
107,19,6,2018,33,1044,2.42622519639121
45,2,4,2018,0,657,1.55531887487809
36,23,2,2018,46,791,2.43543574083346
1,7,3,2018,3,798,2.79202638756408
50,15,12,2018,76,835,2.49427532660224
20,11,12,2018,35,656,1.9944086845337
5,25,12,2018,58,477,1.21939113391915
1218,18,10,2018,68,981,2.14970490524979
56,17,8,2018,9,2695,1.68265077594169
671,26,7,2018,34,1412,2.56796614194818
236,12,10,2018,34,1425,1.96586814965106
338,14,6,2018,31,1286,2.86776274383855
8,10,11,2018,14,1833,2.06142695598138
9,16,6,2018,24,1622,3.15794896952339
379,8,4,2018,57,1084,1.93317387271693
754,26,10,2018,57,795,2.04681733860978
2,6,6,2018,42,494,0.987886058472298
156,26,5,2018,33,1211,2.66269199130503
557,24,11,2018,37,1121,1.74136631927849
7,24,6,2018,13,1274,4.12056148503259
1446,13,11,2018,29,671,1.54117190465491
8,10,9,2018,13,466,1.47408794033864
18,25,5,2018,4,1165,1.59419945602683
13,29,8,2018,39,763,1.01753999984516
738,25,7,2018,34,1507,2.44228672144664
367,9,3,2018,25,683,2.11139183825841
23,23,12,2018,10,563,1.16211632203473
1049,17,10,2018,68,1449,2.23925211630091
146,14,1,2018,68,540,1.37765675285984
4,20,12,2018,24,903,2.27556766472099
8,2,6,2018,4,1276,1.86895555720496
42,14,6,2018,5,1305,2.12683848618798
1889,12,10,2018,37,1166,1.77452016981466
294,11,8,2018,1,1665,2.24107283229417
7,12,8,2018,7,2520,1.92392284221099
1,24,11,2018,40,511,1.19924717800707
12,6,6,2018,39,2109,1.21528909275593
5,6,9,2018,39,774,0.410782595068418
69,19,2,2018,8,590,1.57247166357798
2010,20,4,2018,38,1442,1.76590104125975
11,16,4,2018,20,682,2.03522918536997
2,14,2,2018,3,800,2.35621352629787
590,8,4,2018,37,1429,1.68295139569394
6,17,7,2018,42,1642,1.13053100965523
4,27,1,2018,59,577,1.73161100519939
95,24,9,2018,10,675,1.94788371548149
838,15,5,2018,25,876,2.30481134344744
19,26,8,2018,4,1962,1.63803577815023
362,14,9,2018,31,1500,2.48133654152015
57,24,9,2018,16,889,2.47597666655414
3607,12,7,2018,37,1165,2.16234916676286
8,5,6,2018,39,5272,0.806199210927423
14,25,5,2018,30,2073,1.92344134821097
11,7,5,2018,59,1562,3.33685560853829
170,23,10,2018,6,528,1.66983882730482
1,2,9,2018,21,757,1.78554563623062
144,5,6,2018,33,993,2.35343968594947
2028,7,7,2018,57,1733,2.92694697215928
4,20,6,2018,59,1068,1.66549254382488
206,15,7,2018,46,1075,2.86192104071717
42,25,3,2018,8,753,1.32863673518258
4,14,2,2018,56,1510,2.26114999523146
58,16,4,2018,31,531,1.52683116485437
3689,23,6,2018,37,1969,2.21817426530959
1,16,11,2018,59,759,2.72430941483971
61,4,5,2018,58,1094,2.57055709954172
7,15,9,2018,13,2530,2.83895257936562
99,6,3,2018,8,475,1.15540326325332
3,12,10,2018,13,993,2.91006512218692
137,21,3,2018,34,712,2.01266999902048
4,15,12,2018,4,649,1.12290038925498
11,4,10,2018,24,1152,3.4738745056896
5,21,8,2018,26,4470,4.62829812785658
1063,19,6,2018,25,898,2.45100932490864
7,17,6,2018,13,2151,3.33593890140783
604,14,10,2018,25,1049,2.08460075514392
69,8,12,2018,34,892,1.71262863596022
45,14,3,2018,0,598,1.70923507516732
3,14,5,2018,30,847,2.91124634638726
16,24,4,2018,20,1514,2.3600911046563
182,13,9,2018,1,895,1.70033704668687
1147,16,7,2018,25,1136,2.67914883368723
93,5,12,2018,6,565,1.4186700456735
11,20,12,2018,9,614,1.39143421044512
9,5,4,2018,20,641,2.01706141555353
1,16,1,2018,40,756,1.20766225573296
6,31,3,2018,32,1706,2.3306744411854
28,20,2,2018,10,457,1.32189983756714
43,12,10,2018,16,742,2.0053744177257
116,6,3,2018,34,709,1.99253597843354
2307,11,8,2018,57,1399,2.62197285455841
1,10,12,2018,66,1318,6.5329073313693
47,3,12,2018,0,553,1.87355061084293
46,19,5,2018,58,1091,2.58099598022249
635,7,7,2018,23,1468,2.5093212005864
8,26,4,2018,32,679,1.42626724702387
8,22,5,2018,13,992,3.21605369495915
86,6,10,2018,33,985,2.49772498032268
5,20,12,2018,32,490,1.21755384903058
112,24,1,2018,23,720,2.25115063839756
4,26,1,2018,32,1207,2.99246846822651
3,23,3,2018,66,971,0.9297856204074
2,29,8,2018,15,2321,10.6313562639805
356,4,3,2018,25,885,2.10401722507594
26,5,12,2018,9,351,1.15741950677506
2,3,1,2018,20,721,0.92976459004601
86,6,8,2018,0,1057,2.34671159805871
36,6,6,2018,5,832,2.23170750961257
18,13,9,2018,4,1249,2.81732785687377
277,13,7,2018,6,964,2.25621500186446
7,25,10,2018,7,617,1.59130786611998
63,20,4,2018,46,713,2.20115733563841
1,28,9,2018,27,268,0.798933879009482
4,5,7,2018,40,24956,1.40880191450276
69,23,4,2018,1,713,1.26871085322863
3832,30,7,2018,38,1324,2.10973245923369
5,7,9,2018,21,938,2.79862615444327
95,19,3,2018,31,762,1.99587384983714
4,27,3,2018,20,691,1.83869291385132
3,9,6,2018,59,1525,3.67154548571605
5,21,11,2018,20,803,2.99467786494846
2,11,1,2018,32,831,3.5736622139802
16,11,1,2018,9,828,1.63079647931095
5,6,10,2018,59,1007,2.69848408460424
23,13,4,2018,35,927,1.56155230743468
2768,5,9,2018,38,968,1.87626762955051
30,26,7,2018,20,801,1.97330703423612
2427,15,7,2018,38,2180,2.10803894253393
3327,25,5,2018,38,1396,1.97246972855469
7,25,10,2018,30,849,3.09925680715677
364,21,3,2018,57,665,1.9895027458048
414,19,3,2018,25,726,2.10784117820908
2,6,5,2018,67,808,0.677974592762515
2,30,4,2018,67,1502,4.07868787335978
46,23,8,2018,58,890,2.45172044768572
3,14,5,2018,56,780,3.11751904577305
1,23,1,2018,7,483,1.59421708804663
7,3,4,2018,14,610,2.27738210974174
44,5,4,2018,46,637,1.96130104709766
5,10,10,2018,7,437,1.47887245514641
1,13,1,2018,41,1731,2.68333982228471
42,9,1,2018,0,458,1.25446974688588
6,6,6,2018,28,929,2.79261012974517
7,1,4,2018,5,476,1.4664104788512
4,11,4,2018,3,482,1.96945641008288
18,13,8,2018,66,703,1.37719968092594
1239,28,7,2018,29,2235,2.03352201206096
1,10,2,2018,21,1228,3.60253436914407
8,6,8,2018,26,79158,5.59928810738295
17,17,3,2018,16,818,2.78584275157868
1,27,10,2018,39,1831,2.85552999893621
5,30,9,2018,59,602263,2.36581361125185
5,2,5,2018,26,1860,6.28559917744044
4,26,4,2018,26,1641,5.77531750321631
3188,18,9,2018,29,737,1.86697003159014
252,3,7,2018,8,1143,2.53027519797725
974,18,4,2018,37,1582,1.63138979651957
288,8,12,2018,57,1807,1.65871154374932
192,14,3,2018,23,759,2.50827782373685
75,21,3,2018,31,581,1.83951004650156
10,10,10,2018,13,816,2.64151762541339
2,15,7,2018,41,2366,5.89079362403598
14,28,2,2018,5,551,1.63821047694154
735,25,6,2018,34,1734,2.54591297585205
7,3,11,2018,39,1078,1.05791244139794
4,25,8,2018,3,564,1.49012922625205
3,9,3,2018,56,1549,4.09614945469778
4,3,7,2018,40,6038,1.67431374587904
13,13,9,2018,30,1040,2.86497809326961
1,15,11,2018,40,168,0.478525406090627
8,22,12,2018,35,638,1.9749915677294
20,16,9,2018,32,1776,2.63106390161875
117,28,9,2018,33,764,2.18576940034235
4,24,3,2018,59,323,0.308405398425142
101,23,11,2018,23,806,2.2511685598547
150,8,10,2018,1,2083,1.91881056034279
1,18,11,2018,59,758,2.72430941483971
2,15,9,2018,42,465,1.04070793425469
89,20,12,2018,6,611,1.93195246491283
521,28,10,2018,57,802,1.93977580783725
2,26,8,2018,15,1372,4.85411980954577
1,1,7,2018,67,1741,5.71695448193868
7,22,4,2018,13,3837,6.22585706409901
122,6,6,2018,33,1072,2.34242101460247
86,30,1,2018,8,405,1.19446845902679
16,2,12,2018,9,365,1.1097909481503
697,19,10,2018,25,819,2.22276476581582
67,11,8,2018,58,1710,2.41858923823255
468,21,5,2018,68,836,2.08896040657567
3930,1,8,2018,37,1188,2.14697296325002
10,13,8,2018,67,990,1.3765553890464
33,27,5,2018,22,1961,4.06849528820122
95,24,3,2018,23,1068,2.57451273167563
179,9,3,2018,34,1056,1.94360931339115
8,20,4,2018,4,30903,2.58189366638035
160,3,8,2018,46,1154,2.72226236286016
1354,20,11,2018,29,587,1.57852169014488
10,9,10,2018,59,1077,2.50927856326002
1357,13,11,2018,38,646,1.57158839870271
15,10,9,2018,4,722,2.09446741030992
45,19,3,2018,0,756,2.11776711207394
4,16,3,2018,28,1707,5.13571364093474
23,28,3,2018,58,886,3.04828090234882
139,23,8,2018,33,1200,2.7313033710726
5,25,5,2018,39,1318,0.857893809636939
275,1,11,2018,8,896,1.31182227737999
304,25,10,2018,8,527,1.19217118015954
11,16,7,2018,30,1080,2.47361036054702
51,20,8,2018,35,1133,1.5938512174775
23,4,4,2018,58,846,2.95705036732339
15,4,9,2018,24,1136,2.28247052066918
2,9,8,2018,26,1158,4.40066601133748
48,14,9,2018,22,1175,3.22550213619716
3,12,4,2018,21,2974,4.473199365778
168,30,8,2018,33,974,2.47945942673969
2,31,7,2018,26,1601,7.82280847985475
17,12,9,2018,13,1619,2.47922081782417
2,15,4,2018,13,2021,1.22118301040871
4,19,3,2018,26,1444,5.7147626150517
21,13,1,2018,10,472,1.42584118100873
15,28,8,2018,24,9799,2.15489264295087
62,7,9,2018,16,1058,2.8457512443571
2,23,11,2018,4,560,1.07104715833873
24,14,12,2018,16,664,1.52475049682604
10,21,3,2018,9,476,1.47531005422807
4,19,5,2018,59,399,1.22314147622313
164,15,8,2018,76,1248,2.89447467519285
343,11,11,2018,29,657,1.48270584589098
187,21,8,2018,1,804,1.864615380191
32,20,1,2018,10,851,2.31297295634354
2,3,11,2018,40,489,1.06987033622145
1577,10,4,2018,38,651,1.69709864126355
210,22,11,2018,38,1300,1.6041335440961
479,9,8,2018,23,1046,2.61227318367712
8,18,10,2018,59,522,1.64384839413936
6,1,11,2018,28,1027,2.95580471903632
100,12,6,2018,10,1092,2.79844154502101
130,23,8,2018,10,1123,2.36296349020805
34,28,3,2018,35,926,1.74429717947051
17,27,10,2018,14,1617,3.33667189676107
40,22,9,2018,5,1984,2.6048537960649
2,6,9,2018,56,2172,7.31483923863911
105,11,8,2018,35,1451,2.27788204194563
7,6,6,2018,56,3940,2.91482481321012
192,16,3,2018,34,961,1.87968036600325
30,27,7,2018,14,858,2.61498481332756
411,9,3,2018,57,565,1.79789902899787
2,11,7,2018,65,3913,0.463087018028954
2,18,11,2018,26,2962,1.46535309656261
84,15,1,2018,25,615,2.00667144653271
4,11,1,2018,7,439,1.44624393161221
25,27,12,2018,76,898,1.77931819087054
1,23,11,2018,7,710,2.94777764248789
9,29,3,2018,24,814,2.131146842003
2,7,4,2018,30,208,0.67963884422573
56,19,7,2018,22,1120,2.90744745041434
32,18,1,2018,1,561,1.43515327084995
2,26,8,2018,21,560,1.73836280024915
2,2,9,2018,15,933,3.91882154327007
7,23,7,2018,40,367,0.930913874564931
6,9,11,2018,20,853,3.53757370839052
4,12,12,2018,7,695,2.24925111980953
44,10,12,2018,1,640,1.46870776305185
5,4,1,2018,58,749,2.29223837104793
4,24,10,2018,39,1594,1.26320626142452
7,26,5,2018,59,23281,3.8413001184125
3,1,8,2018,40,1422351,1.7885148455709
66,30,11,2018,33,837,2.06052922608384
1243,26,3,2018,29,601,1.66267784369645
803,21,7,2018,34,2296,2.5116572103145
1,23,10,2018,66,6139,1.2923138713328
170,2,4,2018,23,705,2.26720882241649
12,25,2,2018,22,1545,3.59005062035856
9,30,8,2018,56,1497,2.87290274916464
1,14,4,2018,56,472,1.46260747500401
91,5,11,2018,46,819,2.47817156869318
4,19,3,2018,3,585,1.90892622182745
247,1,11,2018,34,762,2.06889983615107
20,8,8,2018,66,2354,1.90266008647276
54,14,6,2018,22,1031,3.27322425074843
1,17,2,2018,30,132,0.498013377443358
39,13,4,2018,10,492,1.78481273100717
4,21,3,2018,32,1289,2.01131923371748
11,30,7,2018,66,1856,1.81599628443888
1326,18,8,2018,29,1305,1.9542748967316
35,29,7,2018,20,2101,3.26531552247979
547,8,11,2018,57,676,1.96323371993024
1257,26,7,2018,25,954,2.49365961769402
15,10,9,2018,7,1067,2.22624809946625
1337,18,3,2018,37,1616,2.10817098397931
21,31,7,2018,32,945,1.94564107941835
1,13,8,2018,41,1080,2.07138419339345
62,12,9,2018,16,2177,2.6027480763982
251,1,3,2018,68,579,1.78428193615152
10,4,9,2018,21,1564,3.46090855925888
2,16,10,2018,56,1731,5.70379979887885
2,10,11,2018,66,589,2.48246207409057
2932,31,7,2018,29,756,1.79728466588343
1613,10,8,2018,57,1289,2.54038233334947
52,2,7,2018,5,14377,2.14853040142288
129,1,5,2018,46,1167,2.60724348818723
2562,7,8,2018,29,700,1.74076099150448
1,25,1,2018,32,1931,6.92905574498481
9,14,12,2018,4,451,1.47094897037473
1,29,12,2018,24,647,2.64409121503412
2,10,1,2018,3,667,2.35621352629787
5,7,8,2018,3,1027,3.89237841516523
1,1,2,2018,26,1682,0
23,9,10,2018,4,761,1.84299017043276
75,2,9,2018,0,2761,2.86195014057178
1,21,12,2018,41,221,0.848252183930214
767,7,6,2018,34,2107,2.35572456854331
6,17,9,2018,26,3677,2.76455521918913
10,23,2,2018,22,877,2.68737665087249
1,14,4,2018,41,240,0.573027952447652
2909,19,9,2018,38,919,1.87572624960162
1432,19,12,2018,29,696,1.6495915346852
2,16,10,2018,15,416,1.1163857205772
133,2,4,2018,8,614,1.54326601369275
23,1,5,2018,20,1296,2.32947451551568
2,15,5,2018,59,1020,2.94334703900802
4,20,10,2018,56,992,2.96770711350107
79,29,7,2018,35,2645,2.92045930776076
7,27,4,2018,32,1260,2.44962621812816
133,22,11,2018,29,742,1.75356416852077
2,24,10,2018,7,304,1.1738593311331
32,18,8,2018,14,1453,2.93361668852712
2,12,7,2018,3,1087,3.64397021154304
4,29,1,2018,67,7732,0.535030855615472
40,17,12,2018,0,715,1.89476198669408
5,12,1,2018,35,430,1.51959169248337
1491,15,3,2018,29,626,1.64851846120826
13,3,10,2018,24,3565,2.96762342859628
15,27,9,2018,24,1251,3.03655016648643
2,20,8,2018,26,462,0.401621147750693
202,4,9,2018,6,1597,1.80825143696047
399,30,6,2018,23,1315,2.44178767441597
198,12,9,2018,1,1021,1.98202818017466
96,4,12,2018,6,504,1.49365756556493
24,13,10,2018,22,950,2.56542339973494
1307,8,8,2018,25,997,2.37259421773145
130,16,6,2018,10,1767,3.59835163772941
1740,25,8,2018,57,1411,2.57337890887204
5,25,4,2018,26,797,1.61109105355006
3675,24,5,2018,38,1359,2.08416539930762
67,5,5,2018,58,1254,2.59200495715654
4,5,10,2018,27,1882,1.70008568237192
947,21,12,2018,38,695,1.54074716650759
3281,17,9,2018,29,735,1.82857377490851
114,14,9,2018,10,948,1.98965739256754
3,4,4,2018,40,841,2.31008463876637
1,29,12,2018,30,596,2.27255858565326
612,27,1,2018,38,1415,1.66268473887371
12,24,10,2018,4,718,2.10711283057717
2,30,8,2018,21,1399,4.0506742747522
3,8,3,2018,59,761,2.33349164361989
7,2,4,2018,14,803,1.73411972635823
80,20,3,2018,31,544,1.62724756045793
32,28,11,2018,9,415,1.14860047722031
68,20,10,2018,76,874,2.14071276969948
1,7,5,2018,67,736,0
90,29,9,2018,33,1199,2.73740639780381
30,27,4,2018,35,967,2.26434814505881
5,26,3,2018,14,1649,1.55089836758185
46,23,5,2018,16,1005,3.14036467151867
486,18,3,2018,25,1166,2.22587463102968
39,6,4,2018,46,733,1.72969484562304
73,5,8,2018,0,2329,2.08441352521495
290,2,7,2018,8,1690,2.76272131373973
5,27,7,2018,3,934,2.87709416867076
4,12,8,2018,66,2109,0.646670478013214
3,7,11,2018,3,569,2.15818110232593
2345,2,8,2018,68,1084,2.48180563223097
1653,12,6,2018,68,1138,2.60381021935092
1,17,9,2018,3,1797,4.99261740869347
16,16,3,2018,16,698,1.69923926727418
33,27,4,2018,58,823,2.47023739836727
1320,17,4,2018,37,661,1.80562419848081
7,19,7,2018,40,1112,1.50086937184355
87,15,6,2018,0,3615,2.72814622316644
20,22,8,2018,32,1630,2.2724536415728
104,19,12,2018,6,565,1.52779001833228
11,11,10,2018,7,518,1.70462001726202
279,16,8,2018,8,1006,1.91306539958562
130,7,3,2018,34,948,1.97939113850626
24,13,10,2018,16,1067,2.77540360994357
33,25,7,2018,20,54453,2.41651292947055
3,29,4,2018,67,841,2.1658410103865
386,17,7,2018,31,1319,2.71436783708813
42,28,3,2018,46,698,2.15823464501705
7,24,10,2018,30,1151,3.99041621680319
10,24,3,2018,5,397,1.04132340893555
178,27,9,2018,1,704,1.65649043398905
364,20,3,2018,57,511,1.6706414937031
160,17,12,2018,23,788,2.55069885944989
25,28,6,2018,20,1781,2.7397851859136
100,2,11,2018,33,896,2.41606806701314
15,9,10,2018,7,8125,4.20461584815044
46,14,4,2018,6,473,1.41089925758652
1355,22,3,2018,37,742,1.78066702304886
681,2,7,2018,34,1646,2.44261614753098
3,22,6,2018,66,1044,2.85634105819562
13,2,4,2018,5,474,1.69088234418207
6,31,10,2018,3,587,2.00512856499135
65,4,3,2018,76,1117,2.95394835566763
3,5,8,2018,3,348,1.40152379256011
540,9,12,2018,37,1696,1.56838397538266
100,10,7,2018,0,1548,2.76446339889333
18,15,8,2018,24,5855,3.30000041112894
91,26,8,2018,9,913,1.95554373795965
1610,27,4,2018,29,704,1.66736078286068
2,10,1,2018,32,1319,4.29110198065793
1,22,5,2018,67,1082,0
1475,19,4,2018,37,730,1.84672265817726
51,1,6,2018,16,885,2.28433081434576
64,27,7,2018,58,1056,2.71675430370254
267,9,4,2018,68,592,1.9581847570184
60,13,2,2018,31,909,1.9053566859938
5,27,4,2018,30,559,1.91694978792613
6,25,3,2018,66,1258,0.528341722641581
37,31,12,2018,34,8331,1.91325888139795
1,21,12,2018,13,344,1.38363061989361
126,2,10,2018,33,937,2.2453826300966
4,16,12,2018,32,224,0.834031335319731
97,5,3,2018,6,499,1.33265033308699
243,29,9,2018,8,1423,2.30745507259005
14,27,11,2018,58,518,1.52838435926782
8,4,2,2018,76,482,1.40888897684836
3,24,9,2018,27,1085,1.61681402502455
158,7,10,2018,31,1219,2.58606455607682
25,17,4,2018,9,455,1.33714142905956
26,6,11,2018,9,379,0.961555501334151
706,14,5,2018,68,1199,2.32562924745662
563,14,7,2018,34,1985,2.25142664513323
233,29,6,2018,8,1060,1.86877221224524
2955,6,8,2018,38,1797,1.92534737397401
4,8,5,2018,21,1126,3.65323976012838
3,13,6,2018,59,669,2.3711037921598
1,5,2,2018,39,1268,3.22536709422572
26,19,12,2018,1,609,1.60858959194925
1653,19,4,2018,38,734,1.66933492532723
272,24,6,2018,1,1680,2.78018166961055
8,17,8,2018,66,113345,2.92511317982708
3,23,4,2018,56,1620,1.89122304892048
25,14,8,2018,4,1397,2.92662513874019
30,16,4,2018,46,720,2.34993809035664
13,3,12,2018,58,536,1.77111478682378
5,12,10,2018,28,2211,4.11179845584815
75,2,3,2018,31,681,2.26419612618895
23,31,12,2018,8,1515,1.09886553547897
1,9,2,2018,13,763,1.99761565037382
41,4,8,2018,9,4631,2.69454369204346
164,15,5,2018,31,897,2.25734447034643
19,1,12,2018,46,751,2.25387259343823
83,25,4,2018,1,1829,1.23157587924359
55,14,11,2018,1,645,1.49041144373377
131,5,5,2018,10,1905,3.34325705964223
1144,28,9,2018,68,980,2.34967874934796
43,27,1,2018,10,719,1.71324636699592
45,30,10,2018,9,505,1.16382271563484
1274,6,10,2018,68,996,2.01176444098015
47,23,6,2018,22,1365,3.48912256109926
33,24,4,2018,35,664,1.66921998188245
2,19,11,2018,66,318,1.11594429049781
61,21,9,2018,16,1298,2.43963054500236
112,19,6,2018,10,842,1.93996136248594
298,15,10,2018,23,906,2.33759506579821
11,4,10,2018,39,1521,0.846950896974152
836,17,1,2018,38,688,1.37787337414237
118,26,6,2018,33,949,2.38520031919859
186,20,2,2018,25,718,2.32798083563531
4,5,6,2018,67,728,1.80135602586
962,15,2,2018,37,773,1.76249573383516
132,2,7,2018,33,1142,2.52498048229257
320,7,7,2018,8,2596,3.99823597415688
2,2,7,2018,27,1225,2.241698085729
184,10,3,2018,23,726,2.05532837006262
7,2,10,2018,56,1039,3.59492236687188
1163,24,1,2018,38,555,1.51417558907002
237,4,8,2018,6,1282,2.31840109969377
13,27,4,2018,7,1486,2.97991102078066
19,13,5,2018,22,1199,2.49324963878001
324,29,9,2018,31,1337,2.63332332827363
2,22,12,2018,56,1376,0
1,4,3,2018,40,1083,0
857,14,10,2018,57,1079,2.18631300903629
223,30,12,2018,68,817,1.86006705120466
7,22,5,2018,28,1418,3.96482185886992
109,19,9,2018,10,592,1.64691263744783
2,6,8,2018,15,1266,4.8082903640519
593,5,10,2018,25,903,2.04496429952226
188,20,9,2018,76,1071,2.71432375385241
395,12,7,2018,31,1710,3.20102665197071
1,28,6,2018,42,1076,0
1,4,11,2018,3,653,2.63374197691447
24,24,12,2018,1,860,1.75725456796093
166,12,10,2018,31,659,1.97059946677023
2340,6,7,2018,68,1442,2.50857580647773
2517,16,6,2018,38,2396,2.00379274575081
162,12,2,2018,68,790,2.03550045019983
