numberOfTrips,start_day,start_month,start_year,Community Areas,duration,distance
24,22,5,2018,22,1516,3.64570472724383
511,26,2,2018,57,711,2.03498101038741
561,18,8,2018,31,2207,3.21570928532583
4,12,12,2018,28,1053,3.2701085851494
210,19,7,2018,1,1376,2.10908004041089
6,10,1,2018,20,631,2.11035894809643
3,28,9,2018,21,1353,5.02396791619311
227,8,6,2018,31,893,2.52141933769767
1,26,2,2018,67,1302,1.64730030803119
4,26,7,2018,27,4242,2.37568771894358
1,10,11,2018,7,337,0.626267177839152
92,18,7,2018,35,3991,2.12236930724779
10,2,8,2018,59,1414,2.09578296450283
11,1,6,2018,28,1301,3.83673350393424
2,28,6,2018,15,1800,5.56934138159404
5,19,9,2018,66,795,2.37657594223424
2,14,1,2018,32,312,0.444738309352755
1,8,2,2018,3,817,2.79202638756408
1332,8,9,2018,57,1103,2.2936352571388
10,21,11,2018,16,679,1.76869390456361
2,21,1,2018,32,1012,4.28413544472283
22,7,11,2018,22,720,2.51027081251088
5,7,1,2018,9,401,1.12424635069743
1186,8,6,2018,57,1156,2.44038876757955
8,28,3,2018,59,1232,4.10478556930335
217,26,7,2018,1,3955,1.89866487553762
4,14,3,2018,59,1173,4.26389839385424
19,6,9,2018,32,1324,2.21361755528776
219,12,7,2018,1,947,1.94694109901147
24,20,6,2018,32,2642,1.48663516418575
2154,30,7,2018,68,1212,2.53386139018981
41,18,10,2018,35,760,2.04763976552359
76,6,11,2018,33,2671,2.55018924195236
513,19,12,2018,25,724,2.11322548281957
3596,18,7,2018,38,1478,2.03617213448355
3554,13,6,2018,38,1216,2.11019085857271
4,24,11,2018,4,543,1.80073622102746
11,21,11,2018,22,1024,3.08550052306515
16,6,6,2018,32,1122,2.58976440552791
1,20,2,2018,4,159,0.463221315172008
105,26,5,2018,0,2620,3.13229879932625
791,8,2,2018,29,559,1.45802063737672
333,25,8,2018,8,1559,2.39975953439675
1484,16,11,2018,38,872,1.63721580608776
11,14,1,2018,58,550,1.57227707920048
3192,20,9,2018,29,1232,1.78239703584961
24,20,4,2018,5,2070,4.17990841234612
1,25,5,2018,40,1195,4.92621599231495
2,24,9,2018,3,780,2.68632606833805
14,15,1,2018,1,574,0.945913726497582
32,23,10,2018,16,577,1.4115941673522
16,28,1,2018,58,828,1.79209846463596
4,27,2,2018,4,480,1.48614500797818
9,26,10,2018,30,1021,2.87439241673784
2,30,7,2018,42,889,3.55992836193213
462,11,12,2018,68,880,2.0439833435621
17,16,9,2018,14,1008,2.26141299888837
3,13,2,2018,4,542,1.91379003409881
125,6,4,2018,8,92996,1.20624646728213
13,14,11,2018,22,956,3.11225545957
304,11,8,2018,8,2320,4.17067902042097
111,22,10,2018,76,2838,2.81538313473466
322,18,8,2018,8,2102,3.28166228061183
176,31,10,2018,31,718,1.86443750363174
3,20,11,2018,56,1310,4.09614945469778
33,6,6,2018,9,980,2.20837272851083
1,31,12,2018,32,306,0.54553466043393
1,30,5,2018,41,1408,3.28594690624349
2,11,10,2018,67,881,2.31589099092295
2,28,6,2018,21,1180,4.250186608247
253,31,7,2018,8,1408,2.43375901058437
137,12,12,2018,34,755,2.13411477976035
21,13,6,2018,32,914,2.88000215255891
424,9,9,2018,23,1529,2.48638230542306
2,1,12,2018,28,1767,4.74404108628494
1,27,5,2018,30,316,0.889627850316416
1,14,1,2018,67,878,0
31,4,8,2018,14,6223,4.18532347675379
3,8,5,2018,3,4321,1.64217676866801
32,24,7,2018,14,881,2.34232921941279
6,3,6,2018,56,2407,5.25665191659649
37,24,1,2018,46,2083,2.28930062814431
25,25,11,2018,34,532,1.32379358529301
26,19,6,2018,5,1743,4.2585509946855
1040,1,2,2018,29,520,1.44735225155474
305,17,11,2018,68,907,2.0352307026605
231,17,9,2018,6,737,1.90142056051688
298,9,4,2018,57,524,1.65756174668904
156,25,4,2018,6,1045,1.63222271603548
1597,6,9,2018,38,922,1.97874755302851
798,1,9,2018,57,1419,2.11530948332934
25,31,3,2018,35,1197,2.00644129748871
1547,19,5,2018,38,2241,1.83106511946681
4,3,3,2018,59,1050,3.19057366888194
137,1,5,2018,0,1337,1.65431718855513
79,19,8,2018,0,2974,3.34279914313226
404,7,4,2018,29,8516,1.58076441428326
97,5,10,2018,33,824,2.32514583154518
9,9,12,2018,20,1146,1.77184407700054
4,23,6,2018,40,465,1.25909864743261
1315,26,3,2018,37,734,1.81071436415466
77,19,3,2018,8,561,1.4783098776302
2227,31,10,2018,37,863,1.96760713525958
4,27,2,2018,59,1112,2.8304314253904
3107,25,8,2018,37,3196,2.16871415931605
598,11,11,2018,37,1065,1.61316117036631
6,19,10,2018,30,1040,3.01684486670693
32,7,4,2018,35,868,1.73589626524146
5,20,2,2018,7,641,2.13487467705025
18,25,1,2018,9,452,1.17204781551663
5,16,12,2018,14,512,1.78514521994002
3,30,11,2018,32,1343,3.89985148559371
1781,25,6,2018,68,1188,2.54076545023957
7,17,4,2018,14,439,1.25425490261241
1,8,2,2018,32,517,1.33565870715271
52,14,9,2018,30,1396,3.60049217950226
132,18,11,2018,8,642,1.66597598130671
26,24,9,2018,32,1019,1.63206984049516
6,31,8,2018,7,688,1.73849554619324
2,18,6,2018,42,1160,0.369565210897724
4,7,7,2018,26,2914434,2.31968198886151
525,3,11,2018,25,943,2.06922270607829
56,13,5,2018,10,8461,2.24261625303789
2,22,4,2018,15,2931,3.97611384140328
30,11,8,2018,20,1349,3.38220229781855
30,30,1,2018,10,572,1.81216210791958
7,29,4,2018,4,850,1.14481032683423
5,21,4,2018,32,836,2.88363619099131
969,18,1,2018,29,563,1.54218322773732
45,10,1,2018,46,655,1.92070300918826
4,22,9,2018,7,1039,3.30252203153608
18,16,2,2018,9,448,1.25477109894135
1,13,9,2018,41,480,1.58681140548577
16,7,4,2018,9,552,1.10446378776524
1046,12,6,2018,25,981,2.42520653224997
1,22,12,2018,4,1586,3.91629159119391
110,7,8,2018,46,932,2.49470643992798
1,5,5,2018,21,2493,6.35217750082155
3,17,11,2018,22,525,1.78315565548868
3,14,2,2018,22,1056,3.8151720265285
97,9,12,2018,23,757,2.35885312576579
13,13,2,2018,16,881,2.76507694457011
38,18,4,2018,0,625,1.37210557444207
5,20,5,2018,24,1817,1.81156696315935
3,12,10,2018,56,1206,2.2917021122404
9,17,6,2018,56,1461,2.83214355886479
1,30,1,2018,30,329,0.889627850316416
243,16,5,2018,6,1642,2.15893584341717
1,8,10,2018,15,1505,4.90709090414116
50,22,4,2018,35,1210,2.15597472343352
26,24,2,2018,1,618,1.17536315383803
6,27,2,2018,13,1072,3.22872575069264
1768,16,7,2018,68,1093,2.51775371637811
2,5,2,2018,24,686,2.00039729030887
48,1,12,2018,31,695,1.8601502253584
809,23,10,2018,25,829,2.19042567838168
11,15,1,2018,10,611,1.28845113548918
1915,18,8,2018,57,1468,2.42772760866411
3,29,1,2018,7,585,1.59927357512548
3,30,4,2018,27,1475,5.51857894970081
107,11,10,2018,76,1172,2.63490866214183
12,22,7,2018,32,1668,1.80399742182956
1,18,1,2018,3,783,2.79202638756408
3,20,10,2018,13,652,2.28882327205848
3,9,9,2018,26,1977,0
3,25,11,2018,14,1048,3.11655832821407
45,29,8,2018,58,886,2.72786059325273
149,27,5,2018,10,2017,2.93660901971088
3,2,9,2018,66,1578,3.29879070697662
5,23,5,2018,59,1194,3.50349746582648
514,1,9,2018,34,1854,2.37046944202314
228,16,12,2018,34,1400,2.46731887495327
2898,24,9,2018,29,704,1.81488193983482
1,31,10,2018,40,2787,5.74459071124214
1310,23,3,2018,29,598,1.6244379023082
58,4,11,2018,31,523,1.3937021261311
6,12,8,2018,26,2304,2.53288877020648
3554,15,6,2018,37,1275,2.17343742158251
13,9,12,2018,0,959,1.86847528073691
440,26,3,2018,57,665,1.97916350600768
216,21,9,2018,1,993,1.75670105204539
18,20,10,2018,16,1056,3.09747463493528
3,25,6,2018,42,1183,0.343765540658965
3675,10,7,2018,37,1455,2.14579777816634
179,26,8,2018,46,1049,2.47014958034628
1,3,1,2018,3,796,2.79202638756408
47,11,5,2018,58,805,2.26240226437934
5,2,7,2018,42,2142,0.954842621033619
1328,10,4,2018,37,710,1.87206266145697
19,6,10,2018,16,1364,3.90550396468695
6,28,5,2018,13,2012,3.07562726406464
2,15,3,2018,66,720,0.345988657105654
1,14,12,2018,41,355,0.848252183930214
37,1,12,2018,34,1036,1.78046530309403
3,4,6,2018,39,291,0.827980451148595
245,21,7,2018,6,1447,2.24257007482099
7,4,11,2018,5,507,1.29023717973465
2,2,9,2018,40,1872,2.98457559914178
3,14,5,2018,13,1786,3.81052453919186
291,8,8,2018,8,1323,2.54779569711918
1043,5,7,2018,57,1290,2.43198839939366
18,21,9,2018,4,1551,2.54236790608637
62,29,4,2018,1,865,1.7105517547264
2,24,1,2018,66,591,1.50513357246877
90,12,3,2018,31,663,1.79183337167895
4,21,8,2018,66,2019,2.63538117576444
17,15,4,2018,1,369,1.05603394349158
1191,13,12,2018,38,768,1.55223557271393
21,31,10,2018,14,793,2.68864886485231
80,22,9,2018,10,1528,1.98157643478891
962,9,9,2018,29,922,1.71830502829737
248,7,7,2018,6,1176,2.34258199046219
763,11,6,2018,25,951,2.18566324056193
268,11,3,2018,25,637,1.89976064692683
11,30,4,2018,7,1776,3.17275311729142
105,23,6,2018,0,3089,2.3461759383919
2,25,8,2018,40,176,0.669908501972115
891,4,8,2018,34,1984,2.44747029044744
1,10,1,2018,66,455,1.23903651081909
94,1,12,2018,8,381,0.909454875282768
16,3,8,2018,28,1006,2.86288375195399
8,3,11,2018,28,1522,3.39369562312051
2,29,1,2018,30,750,3.41287641898204
4,17,3,2018,59,739,1.69732041236045
33,21,4,2018,35,1164,1.98906358390021
90,11,3,2018,31,1268,2.23482110646743
6,19,10,2018,7,420,1.30813435719666
762,9,4,2018,37,666,1.75687770987053
13,7,9,2018,4,889,2.33775811504294
19,8,3,2018,16,910,3.10453873130566
5,9,9,2018,3,2411,4.00107043682946
748,3,8,2018,34,1565,2.28877546185156
1,19,5,2018,41,646,1.02968825001941
29,17,1,2018,0,514,1.38532237940762
153,6,5,2018,1,1310,1.48561608606501
21,28,10,2018,5,5994,1.65322080073077
392,10,7,2018,31,1380,2.6953597097733
640,4,3,2018,68,1074,2.08097729280368
409,16,12,2018,57,819,2.07506520744604
58,2,12,2018,34,1603,1.93843753989035
3,2,4,2018,40,507,1.16963674120244
105,25,9,2018,76,1020,2.88827456034411
11,12,6,2018,59,2429,2.95039954312709
151,23,7,2018,46,1174,2.82173291696022
2,16,9,2018,7,401,1.74374674472269
153,1,8,2018,46,978,2.94003323282426
263,27,2,2018,34,1022,2.07114950231365
16,15,1,2018,31,522,1.43210058205749
6,10,9,2018,56,1640,3.67394706594721
124,1,10,2018,76,1440,2.99211312307246
98,14,10,2018,6,931,2.08126081232485
2147,9,5,2018,38,1011,1.88350005058481
8,22,4,2018,7,1329,1.048964580326
11,30,9,2018,20,1052,3.39109096023146
486,27,7,2018,23,1326,2.67918909025802
43,29,5,2018,5,1562,1.72212038220928
5,28,1,2018,22,710,2.3464119751523
137,9,3,2018,8,520,1.44697249850308
1019,28,11,2018,38,906,1.55116391179505
4,25,9,2018,56,1078,3.07269461705272
18,8,1,2018,58,725,2.45002699138477
50,24,8,2018,35,2421,2.17178282978401
28,4,10,2018,5,1041,1.8742732394106
1,7,1,2018,39,698,1.83728499889168
3,22,6,2018,28,881,2.46560002331468
144,13,3,2018,23,697,2.41585329950338
275,4,7,2018,8,2036,2.5857039459303
21,8,9,2018,24,1464,2.73432608847828
1392,17,12,2018,29,663,1.61395647092571
308,25,2,2018,25,875,2.05554831107865
8,13,1,2018,22,639,1.5944245351429
5,24,7,2018,65,1139946,2.07558975657546
13,6,10,2018,14,594,1.9129453625219
4,15,3,2018,32,850,3.0135981009685
8,22,11,2018,58,528,1.76856610340706
46,24,1,2018,10,540,1.67862922824031
46,7,6,2018,5,1836,2.33402947252396
15,27,10,2018,20,946,3.05755599566336
3,10,4,2018,26,862,2.99371258191022
84,25,2,2018,31,1089,2.03598330395749
269,19,7,2018,8,1353,2.28538121356322
1229,29,7,2018,29,1470,1.96437227825886
18,5,1,2018,33,623,1.75903870187889
2,10,4,2018,3,507,1.90581015548657
1,14,12,2018,30,1023,0
70,18,9,2018,16,722,2.12510906102135
119,22,4,2018,1,1367,1.56773663640609
30,2,12,2018,0,1321,1.76920145918679
4,4,12,2018,32,757,2.28780955173963
38,23,5,2018,22,1107,3.37057071515548
109,5,3,2018,34,696,2.04099472758816
1,9,7,2018,65,24582,11.3335303727274
7,21,7,2018,40,2036,3.85781517290981
32,12,4,2018,35,1109,1.83595575175207
263,19,2,2018,68,630,1.89706933285938
13,25,6,2018,59,1105,2.92480164584684
38,22,2,2018,0,662,1.71310707797105
6,11,3,2018,14,865,2.90835873067081
2,9,5,2018,15,761,2.35856694897484
24,19,8,2018,4,4991,1.69628578584579
15,5,11,2018,20,945,2.71155111029938
51,12,2,2018,34,883,1.97249987973037
3,21,5,2018,39,307,0.611964975111593
1,3,1,2018,24,768,2.85244841268222
35,16,7,2018,22,1783,4.17539195558685
7,5,10,2018,7,526,1.72996045683628
20,24,12,2018,6,732,2.04174199115139
239,17,6,2018,76,2067,3.26828711800626
22,2,9,2018,20,1997,3.02594332272359
1,31,5,2018,65,1794,2.00379747906692
493,10,11,2018,68,793,1.89866352047408
105,27,2,2018,33,915,1.95961757399508
2,14,12,2018,24,2341,6.1604720077441
81,20,5,2018,1,817,1.51441740746097
3,26,8,2018,3,466,1.85791218845173
5,12,10,2018,59,905,3.24019753580786
1,15,1,2018,30,827,2.5164125060142
2,7,1,2018,41,429,1.24754356488927
10,6,12,2018,35,728,2.13204287636748
5,8,5,2018,26,1335,5.01614636087831
1040,18,3,2018,68,1189,2.20978822352198
36,2,1,2018,34,580,1.51485756705074
11,18,11,2018,5,499,1.28573230934991
62,26,8,2018,0,1505,1.56385830877353
157,10,1,2018,23,674,2.27244008898179
37,20,2,2018,33,561,1.8200416262456
252,1,4,2018,68,877,2.01743030957789
3,16,9,2018,40,1126,3.71271590440466
209,10,4,2018,23,1065,2.26357696486111
17,6,5,2018,4,1633,1.46947314778524
5,2,7,2018,28,1215,1.10129131790044
2,2,4,2018,28,1531,3.68993576376462
5,20,5,2018,4,14120,1.86396001006559
15,1,2,2018,9,340,1.03189876665223
117,7,1,2018,38,625,1.24256499258171
2,18,6,2018,39,1282,1.16918860601418
1,29,7,2018,15,1668,6.97238616629731
3,24,4,2018,40,754,0.779757827468291
2,17,1,2018,20,710,2.0957375938892
1327,30,11,2018,38,1301,1.57220739689043
821,16,12,2018,37,1116,1.75241395266942
2692,8,5,2018,29,880,1.96716969313404
7,14,4,2018,58,566,2.06412142204403
55,20,9,2018,58,833,2.43147113748463
134,25,7,2018,0,1599,1.90459377493011
4,4,6,2018,42,854,0.515648310988448
194,31,8,2018,1,985,1.61169477691384
5,26,6,2018,28,705,2.63573917431247
35,23,11,2018,6,764,1.85029021973362
37,12,6,2018,5,896,1.77600453648849
69,18,11,2018,31,725,2.14601338176189
18,21,7,2018,26,3745,1.80272194097011
725,24,7,2018,34,2879,2.42162129039259
330,3,6,2018,76,2209,3.81183911526473
484,25,3,2018,68,909,1.88431353172561
1,3,11,2018,42,1166,4.98649443209475
3,26,10,2018,59,446,1.58771167280631
1,7,7,2018,3,421,1.92040066503166
2,26,11,2018,20,817,2.01717928850821
47,28,5,2018,16,4183,2.91294923591745
39,13,2,2018,33,811,2.14179045128404
153,7,9,2018,1,713,1.67413988228121
4,12,8,2018,3,888,2.58391371688854
210,26,3,2018,34,1160,2.0525872568535
7,27,2,2018,56,1638,2.12483548451031
78,4,11,2018,8,409,1.05579916306105
65,3,1,2018,23,620,1.89242580137857
21,6,2,2018,10,532,1.43811770590582
3607,18,8,2018,37,1896,2.20617794612501
4,26,8,2018,26,1221,1.59356246032477
2,29,4,2018,21,1244,3.50905966125697
4182,11,8,2018,37,2085,2.16883881922964
1,19,2,2018,67,455,1.71412290709547
20,14,9,2018,24,2011,4.70713423232237
6,28,2,2018,22,828,2.74660744888294
7,29,9,2018,13,1159,3.20239720721991
42,27,3,2018,0,737,1.99755720778015
10,21,9,2018,24,1097,3.62405920466816
107,2,1,2018,57,450,1.33620553235486
17,4,3,2018,22,1139,2.62239689157037
3,18,11,2018,28,796,2.26814643126758
12,23,11,2018,9,462,1.35278735954887
130,30,6,2018,46,2311,2.49811316373451
5,19,3,2018,5,524,1.34032016333995
3,25,6,2018,65,5698,0
5,8,2,2018,35,428,1.16536957412862
19,31,8,2018,4,3053,3.23123928159538
1,7,4,2018,32,998,3.48306202745071
39,13,3,2018,0,556,1.63815519989751
252,31,10,2018,34,855,2.08101742216177
440,26,8,2018,23,2086,2.68405618937511
280,17,7,2018,8,1561,2.97929903209633
748,31,3,2018,38,1871,1.55263525773593
92,19,10,2018,33,851,2.55327605015253
237,11,11,2018,34,2201,2.05795936168657
28,13,12,2018,58,653,2.11851440787746
8,6,7,2018,40,1304,1.55245283983563
96,25,1,2018,6,572,1.62246533512157
61,4,6,2018,16,2947,2.79161621804966
232,12,6,2018,8,2364,2.82971645051058
2358,5,5,2018,38,2402,2.08405890501261
534,21,4,2018,29,1256,1.71424019190952
176,16,9,2018,46,1309,2.85182917571339
34,25,11,2018,31,598,2.10087775090495
2,29,1,2018,24,432,1.61590486647774
1,15,4,2018,24,519,1.82100639269896
1337,7,7,2018,29,1393,2.06672479465008
20,16,9,2018,20,2095,2.10293948936254
55,29,9,2018,10,1733,3.55439084395142
2022,31,5,2018,68,1203,2.52636736193432
41,2,7,2018,22,1112,3.36129627560798
2,27,5,2018,27,2542,0
6,14,4,2018,35,690,1.9574648670018
2,2,12,2018,14,639,2.22555380166298
1,30,8,2018,41,1220,2.42418564047294
77,10,9,2018,9,1372,1.40190838585146
12,22,11,2018,46,917,2.36092156761874
1280,12,3,2018,37,647,1.75308317246612
1,1,5,2018,3,816,2.79202638756408
34,26,6,2018,5,755,1.99762011112525
7,14,7,2018,32,922,2.68959794569371
23,20,12,2018,58,640,2.02968956565542
158,23,5,2018,76,1261,3.26460107666163
10,1,7,2018,42,826,0.127987182661957
1,8,10,2018,41,990,4.09705416993148
83,8,6,2018,10,782,2.24138900854197
409,9,7,2018,31,2664,2.77618941646493
17,30,11,2018,58,629,1.92275097328226
50,3,3,2018,10,650,2.01287901627388
359,29,3,2018,57,612,1.89214658114432
1,24,2,2018,30,1196,3.99815902036595
1,20,2,2018,56,1587,5.67366914676145
63,24,9,2018,58,753,2.19688601591975
40,31,5,2018,22,1408,3.84082644485493
21,8,5,2018,20,1638,1.94185264395174
1,17,1,2018,26,1243,1.48740830436327
118,18,7,2018,0,3909,2.35751437512708
5,7,7,2018,15,1995,6.65012510878527
366,12,3,2018,25,807,2.11449079216754
89,16,12,2018,31,839,2.21919464397305
4,26,1,2018,24,468,1.72179149940621
8,21,9,2018,30,304304,3.5962929632994
1,28,12,2018,32,310,0.54553466043393
1,29,11,2018,26,1188,4.92272069878457
5,1,4,2018,16,1327,4.1249870683513
32,6,10,2018,22,1143,3.29705802666485
4,18,1,2018,32,880,2.8817563953069
44,4,3,2018,33,803,1.82215840793361
8,26,3,2018,22,631,1.91468119155809
139,2,9,2018,46,1309,2.53501515197854
24,5,10,2018,16,794,2.0876323112008
264,18,11,2018,25,723,2.03641634253158
15,23,8,2018,24,6940,2.53590818817017
283,16,4,2018,68,581,1.83081146619052
10,16,12,2018,5,1107,2.36919396466089
246,28,10,2018,34,1934,2.31331934746362
5,27,10,2018,28,1133,3.16454037848416
5,15,8,2018,67,687,1.22930316379753
4,27,12,2018,32,231,0.552746899562446
21,17,7,2018,20,1167,2.64374110234965
9,29,11,2018,20,797,2.09654125474065
4,29,7,2018,21,3140,4.01258949362641
35,23,3,2018,0,1375,2.12302096631604
343,24,4,2018,34,1179,2.24071841793135
3647,9,7,2018,37,1367,2.11554796689982
138,21,11,2018,34,1141,1.7440583278158
2,8,10,2018,67,1781,3.79602218137803
300,14,2,2018,25,805,2.3709720189079
12,23,5,2018,30,2345,2.63041098508621
1215,12,8,2018,29,2717,1.96979508574751
238,13,10,2018,8,1030,1.45448802534558
26,19,2,2018,76,556,1.86840581299465
3068,10,9,2018,38,1108,2.08249302420086
32,29,9,2018,22,1114,3.25177068533305
117,22,2,2018,8,490,1.32569054627022
1,15,1,2018,13,170,0.649941551393258
1627,3,8,2018,57,1255,2.59074736250599
2,12,1,2018,4,172,0.708708709369632
58,31,5,2018,16,2508,2.68613764885661
58,9,4,2018,31,689,1.51923792861645
12,5,12,2018,20,603,1.71955693466821
102,16,10,2018,1,626,1.53739871917745
96,7,9,2018,10,695,1.96667573686819
112,22,4,2018,6,898,2.2016054215909
58,3,3,2018,33,797,2.04949125587221
4,7,9,2018,7,986,2.47661271549986
4,4,3,2018,39,984,1.3276114923308
4,18,9,2018,21,1414,4.65507070418109
3,24,2,2018,7,914,2.71801326363681
68,20,12,2018,46,814,2.67594001362883
25,30,9,2018,22,1187,3.17816688823357
9,11,8,2018,26,1367,2.05696692356812
7,1,12,2018,5,357,1.00558523569633
10,21,9,2018,7,509,1.30589080133354
37,15,11,2018,0,863,1.79775643407678
2,3,6,2018,65,4238,8.68766491225697
1,9,11,2018,59,783,2.72430941483971
101,21,4,2018,6,892,2.40754004389194
6,10,7,2018,66,1316,2.95726353841039
83,19,8,2018,9,2720,1.73718164438966
257,15,7,2018,1,1628,1.92625592194573
20,12,1,2018,1,754,0.823707013469605
609,9,7,2018,34,1815,2.34454437969855
13,28,12,2018,58,426,1.32767502484429
7,3,5,2018,66,562,1.21828850795763
1,27,4,2018,66,615,1.36536117723689
6,13,2,2018,22,994,3.54650543295555
8,18,3,2018,56,5727,2.21685587368555
7,4,5,2018,66,605,1.55531304112078
38,29,1,2018,33,616,1.72135281864338
48,6,12,2018,46,836,2.91232480599121
1,22,7,2018,41,39532,1.58681140548577
77,21,7,2018,35,1218,1.97246034330699
183,10,4,2018,34,1077,2.14633720976254
6,4,6,2018,65,844,1.69998887662327
56,31,8,2018,16,1015,2.52765792281996
30,20,6,2018,14,943,2.48904057559862
3,16,12,2018,28,536,1.46674796049578
198,7,11,2018,34,906,2.05260628944818
9,22,9,2018,39,813,1.53920470256826
2,4,7,2018,3,730,1.68300881447495
1284,23,6,2018,29,1101,1.92182631846626
162,28,10,2018,8,915,1.29569502799318
301,21,11,2018,57,593,1.74409334132821
42,3,1,2018,6,477,1.39678214607953
722,17,1,2018,29,566,1.53273357591265
3,23,8,2018,27,782,2.39330016248424
5,12,3,2018,28,908,2.8720929583188
1558,11,5,2018,29,906,1.67038990978333
1,17,3,2018,30,1689,5.43701178367467
2,9,2,2018,7,413,0.8342133960411
2,29,1,2018,59,966,3.20540178626777
1,6,2,2018,59,1004,3.9370475282711
7,27,2,2018,39,859,0.876725622706505
7,17,11,2018,16,1139,4.41360336767769
221,27,10,2018,8,1338,2.05965074848118
22,9,9,2018,32,1568,2.38691439438468
114,9,4,2018,8,432,1.21212965598135
5,5,10,2018,13,1276,2.38205203847068
1400,15,3,2018,37,724,1.74035026726137
2,20,10,2018,39,686,1.85188837165767
1336,30,11,2018,29,650,1.66278002467356
6,13,5,2018,4,453,1.41978595268675
6,13,7,2018,66,3989,1.63218079374089
1,1,7,2018,65,660,1.61814546689186
3,12,5,2018,67,1249,2.18390536781114
41,23,3,2018,46,707,2.21034408277697
86,17,1,2018,23,596,1.85122075346875
40,13,2,2018,10,756,1.40660000348978
14,7,9,2018,24,1266,3.42899313591393
24,30,11,2018,35,587,1.68451049121544
3523,23,8,2018,38,1171,2.00134718660774
3,25,4,2018,3,1065,3.17297163147737
21,27,10,2018,16,4883,3.72230290729273
34,6,9,2018,58,834,2.72353902671099
154,16,1,2018,57,483,1.47403685858115
801,31,10,2018,57,771,2.04344516207095
1106,23,10,2018,68,808,2.17423249686436
2,19,10,2018,27,853,2.17950571527289
21,3,1,2018,0,573,1.2113103869456
35,23,6,2018,20,1290,2.20482752063077
5,14,9,2018,27,3073,0.369392309792099
2018,24,4,2018,37,864,1.99057970177261
6,6,12,2018,32,685,2.07143900170548
1,4,10,2018,67,2137,7.03464052444387
20,26,11,2018,0,1540,1.17567128418462
63,12,11,2018,0,611,1.60858973320828
8,21,9,2018,21,1583,5.73293133385897
25,28,4,2018,58,734,2.01758830735371
6,11,6,2018,42,930,0
924,14,7,2018,29,1094,1.90796097161333
2,18,10,2018,67,758,1.88311875286442
18,27,10,2018,22,2578,3.30946274018791
3,13,5,2018,7,270,0.640695181022137
208,26,6,2018,31,841,2.60979500449999
142,9,9,2018,46,1147,2.46869521375162
133,25,11,2018,57,469,1.44721297961988
61,1,2,2018,6,438,1.38038655555495
98,26,3,2018,31,655,1.82672997227267
5,11,8,2018,40,368,0.923975550606677
805,18,8,2018,34,1981,2.39661999048856
1,5,5,2018,41,386,0.842511543226916
52,5,10,2018,10,478,1.3354250128346
526,2,9,2018,23,1509,2.58467929746906
89,12,8,2018,0,2561,2.94216534217942
3260,30,8,2018,38,1131,1.95579384452186
4,20,2,2018,30,1379,4.37247187427601
1,6,2,2018,7,521,1.59421708804663
7,12,3,2018,14,588,1.897110738669
15,21,1,2018,58,535,1.30890442325859
90,2,4,2018,31,572,1.67826972706564
5,30,6,2018,66,584,1.52124051179205
154,23,3,2018,23,801,2.49717133875624
51,24,9,2018,9,587,1.44714424494465
1,15,1,2018,24,352,1.20654510471359
4,7,1,2018,35,723,2.89631993615338
246,12,8,2018,6,1414,2.31793452976353
17,10,4,2018,20,770,1.6921057571741
3,22,1,2018,24,911,3.19086728822139
3,23,8,2018,15,2516,4.7239224399642
5,30,1,2018,13,691,2.74050021426391
8,6,7,2018,66,1767,2.7148616890879
1107,2,7,2018,25,1011,2.32116111017305
107,12,10,2018,33,807,2.21904164734677
392,24,11,2018,68,1177,1.78363102581652
3,26,10,2018,56,1279,3.87570116356288
1196,11,6,2018,68,1070,2.33081325142057
4,1,7,2018,59,1234,1.81874285771484
79,10,12,2018,6,504,1.5381384100661
3965,24,7,2018,37,1177,2.22673336773161
877,26,6,2018,25,1775,2.35431288513347
31,10,7,2018,14,1072,2.54479989342904
14,25,1,2018,35,588,1.8095349463559
8,29,9,2018,39,932,1.15413695661455
103,4,5,2018,46,1024,2.58075853556221
247,9,4,2018,25,639,2.01040286570677
173,20,12,2018,23,705,2.30808554249916
15,30,1,2018,16,534,1.80572349096924
115,13,6,2018,0,1868,2.59599797108756
136,30,5,2018,76,923,2.59788504300803
125,4,10,2018,76,916,2.66289947177122
181,15,11,2018,23,741,2.33690485752448
6,11,8,2018,66,2209,2.97628236932818
7,4,3,2018,16,755,2.28439539302935
107,7,11,2018,31,653,1.57419742376013
19,15,7,2018,24,40920,2.36700036486254
12,2,4,2018,22,789,2.82178400573169
146,12,3,2018,8,795,1.56139734721323
226,5,6,2018,8,930,1.7100033929521
1290,13,12,2018,29,692,1.54932808918802
628,12,5,2018,38,1596,1.52930418382904
1,16,2,2018,21,1733,5.42555090433049
42,30,3,2018,46,692,2.20656473560887
69,7,7,2018,58,1439,2.54455327074237
77,5,5,2018,9,1692,2.52279569095367
535,7,11,2018,57,628,1.98959087287357
12,19,5,2018,32,732,1.76511952877429
562,3,1,2018,29,542,1.46080262426804
6,5,10,2018,39,7072,5.10457009282473
1,29,4,2018,15,723,1.8621155475064
2,21,4,2018,26,464,1.6315100180942
57,26,5,2018,58,1537,2.36710294292107
2,26,3,2018,28,732,3.59702894304443
3,4,8,2018,40,251,0.669908501972115
3168,25,7,2018,29,804,1.90939309829698
30,25,7,2018,9,3910,2.66633641853239
2,18,5,2018,66,2108,4.19549501553358
2,7,4,2018,3,381,1.46999729422037
550,26,6,2018,34,1479,2.33734035986999
